utc,timestamp,door_count,battery_life,
1590184355,Fri 22 May 2020 11:52:35 PM CEST,41,6,
1590184411,Fri 22 May 2020 11:53:31 PM CEST,37,84,
1590184499,Fri 22 May 2020 11:54:59 PM CEST,17,62,
1590184533,Fri 22 May 2020 11:55:33 PM CEST,47,24,
1590184623,Fri 22 May 2020 11:57:03 PM CEST,27,16,
1590184674,Fri 22 May 2020 11:57:54 PM CEST,41,12,
1590184689,Fri 22 May 2020 11:58:09 PM CEST,12,40,
1590184767,Fri 22 May 2020 11:59:27 PM CEST,32,46,
1590184871,Sat 23 May 2020 12:01:11 AM CEST,19,17,
1590184914,Sat 23 May 2020 12:01:54 AM CEST,16,54,
1590184988,Sat 23 May 2020 12:03:08 AM CEST,9,93,
1590185044,Sat 23 May 2020 12:04:04 AM CEST,18,61,
1590185108,Sat 23 May 2020 12:05:08 AM CEST,4,0,
1590185140,Sat 23 May 2020 12:05:40 AM CEST,35,54,
1590185230,Sat 23 May 2020 12:07:10 AM CEST,31,47,
1590185286,Sat 23 May 2020 12:08:06 AM CEST,21,22,
1590185387,Sat 23 May 2020 12:09:47 AM CEST,47,1,
1590185485,Sat 23 May 2020 12:11:25 AM CEST,34,7,
1590185537,Sat 23 May 2020 12:12:17 AM CEST,20,6,
1590185614,Sat 23 May 2020 12:13:34 AM CEST,23,51,
1590185714,Sat 23 May 2020 12:15:14 AM CEST,35,85,
1590185765,Sat 23 May 2020 12:16:05 AM CEST,10,11,
1590185823,Sat 23 May 2020 12:17:03 AM CEST,37,68,
1590185913,Sat 23 May 2020 12:18:33 AM CEST,19,92,
1590185970,Sat 23 May 2020 12:19:30 AM CEST,47,61,
1590186018,Sat 23 May 2020 12:20:18 AM CEST,33,73,
1590186103,Sat 23 May 2020 12:21:43 AM CEST,32,13,
1590186183,Sat 23 May 2020 12:23:03 AM CEST,35,37,
1590186272,Sat 23 May 2020 12:24:32 AM CEST,40,47,
1590186344,Sat 23 May 2020 12:25:44 AM CEST,40,16,
1590186402,Sat 23 May 2020 12:26:42 AM CEST,48,51,
1590186463,Sat 23 May 2020 12:27:43 AM CEST,18,84,
1590186507,Sat 23 May 2020 12:28:27 AM CEST,2,58,
1590186555,Sat 23 May 2020 12:29:15 AM CEST,40,95,
1590186628,Sat 23 May 2020 12:30:28 AM CEST,16,63,
1590186689,Sat 23 May 2020 12:31:29 AM CEST,16,69,
1590186776,Sat 23 May 2020 12:32:56 AM CEST,16,79,
1590186849,Sat 23 May 2020 12:34:09 AM CEST,25,10,
1590186897,Sat 23 May 2020 12:34:57 AM CEST,7,70,
1590186980,Sat 23 May 2020 12:36:20 AM CEST,1,78,
1590187059,Sat 23 May 2020 12:37:39 AM CEST,36,11,
1590187090,Sat 23 May 2020 12:38:10 AM CEST,49,42,
1590187142,Sat 23 May 2020 12:39:02 AM CEST,16,17,
1590187206,Sat 23 May 2020 12:40:06 AM CEST,26,74,
1590187254,Sat 23 May 2020 12:40:54 AM CEST,38,63,
1590187340,Sat 23 May 2020 12:42:20 AM CEST,14,5,
1590187435,Sat 23 May 2020 12:43:55 AM CEST,29,44,
1590187484,Sat 23 May 2020 12:44:44 AM CEST,38,5,
1590187547,Sat 23 May 2020 12:45:47 AM CEST,47,97,
1590187603,Sat 23 May 2020 12:46:43 AM CEST,32,23,
1590187671,Sat 23 May 2020 12:47:51 AM CEST,22,98,
1590187736,Sat 23 May 2020 12:48:56 AM CEST,21,44,
1590187824,Sat 23 May 2020 12:50:24 AM CEST,16,31,
1590187887,Sat 23 May 2020 12:51:27 AM CEST,27,28,
1590187978,Sat 23 May 2020 12:52:58 AM CEST,39,8,
1590188028,Sat 23 May 2020 12:53:48 AM CEST,9,40,
1590188102,Sat 23 May 2020 12:55:02 AM CEST,25,42,
1590188213,Sat 23 May 2020 12:56:53 AM CEST,32,14,
1590188294,Sat 23 May 2020 12:58:14 AM CEST,13,23,
1590188353,Sat 23 May 2020 12:59:13 AM CEST,14,99,
1590188459,Sat 23 May 2020 01:00:59 AM CEST,32,31,
1590188491,Sat 23 May 2020 01:01:31 AM CEST,23,5,
1590188604,Sat 23 May 2020 01:03:24 AM CEST,29,87,
1590188681,Sat 23 May 2020 01:04:41 AM CEST,2,52,
1590188736,Sat 23 May 2020 01:05:36 AM CEST,42,94,
1590188744,Sat 23 May 2020 01:05:44 AM CEST,3,86,
1590188817,Sat 23 May 2020 01:06:57 AM CEST,40,44,
1590188903,Sat 23 May 2020 01:08:23 AM CEST,3,28,
1590188982,Sat 23 May 2020 01:09:42 AM CEST,49,1,
1590189073,Sat 23 May 2020 01:11:13 AM CEST,30,82,
1590189105,Sat 23 May 2020 01:11:45 AM CEST,9,32,
1590189170,Sat 23 May 2020 01:12:50 AM CEST,47,97,
1590189211,Sat 23 May 2020 01:13:31 AM CEST,0,34,
1590189259,Sat 23 May 2020 01:14:19 AM CEST,1,40,
1590189277,Sat 23 May 2020 01:14:37 AM CEST,19,65,
1590189380,Sat 23 May 2020 01:16:20 AM CEST,12,83,
1590189485,Sat 23 May 2020 01:18:05 AM CEST,8,59,
1590189559,Sat 23 May 2020 01:19:19 AM CEST,24,31,
1590189654,Sat 23 May 2020 01:20:54 AM CEST,33,15,
1590189692,Sat 23 May 2020 01:21:33 AM CEST,10,49,
1590189788,Sat 23 May 2020 01:23:08 AM CEST,44,21,
1590189841,Sat 23 May 2020 01:24:01 AM CEST,15,2,
1590189914,Sat 23 May 2020 01:25:14 AM CEST,28,45,
1590189998,Sat 23 May 2020 01:26:38 AM CEST,10,71,
1590190059,Sat 23 May 2020 01:27:39 AM CEST,49,80,
1590190083,Sat 23 May 2020 01:28:03 AM CEST,29,25,
1590190111,Sat 23 May 2020 01:28:31 AM CEST,3,55,
1590190144,Sat 23 May 2020 01:29:04 AM CEST,12,16,
1590190212,Sat 23 May 2020 01:30:12 AM CEST,49,15,
1590190257,Sat 23 May 2020 01:30:57 AM CEST,23,39,
1590190303,Sat 23 May 2020 01:31:43 AM CEST,39,93,
1590190393,Sat 23 May 2020 01:33:13 AM CEST,15,47,
1590190438,Sat 23 May 2020 01:33:58 AM CEST,42,7,
1590190524,Sat 23 May 2020 01:35:24 AM CEST,23,90,
1590190574,Sat 23 May 2020 01:36:14 AM CEST,10,34,
1590190603,Sat 23 May 2020 01:36:43 AM CEST,1,79,
1590190636,Sat 23 May 2020 01:37:16 AM CEST,29,68,
1590190741,Sat 23 May 2020 01:39:01 AM CEST,3,8,
1590190823,Sat 23 May 2020 01:40:23 AM CEST,19,6,
1590190871,Sat 23 May 2020 01:41:11 AM CEST,6,0,
1590190906,Sat 23 May 2020 01:41:46 AM CEST,14,45,
1590190997,Sat 23 May 2020 01:43:17 AM CEST,10,92,
1590191083,Sat 23 May 2020 01:44:43 AM CEST,44,86,
1590191150,Sat 23 May 2020 01:45:50 AM CEST,32,65,
1590191251,Sat 23 May 2020 01:47:31 AM CEST,39,33,
1590191317,Sat 23 May 2020 01:48:37 AM CEST,25,71,
1590191391,Sat 23 May 2020 01:49:51 AM CEST,38,18,
1590191402,Sat 23 May 2020 01:50:02 AM CEST,25,78,
1590191437,Sat 23 May 2020 01:50:37 AM CEST,24,52,
1590191524,Sat 23 May 2020 01:52:04 AM CEST,40,97,
1590191570,Sat 23 May 2020 01:52:50 AM CEST,16,67,
1590191663,Sat 23 May 2020 01:54:23 AM CEST,49,97,
1590191705,Sat 23 May 2020 01:55:05 AM CEST,33,83,
1590191790,Sat 23 May 2020 01:56:30 AM CEST,41,15,
1590191848,Sat 23 May 2020 01:57:28 AM CEST,4,84,
1590191882,Sat 23 May 2020 01:58:02 AM CEST,30,96,
1590191972,Sat 23 May 2020 01:59:32 AM CEST,44,3,
1590191994,Sat 23 May 2020 01:59:54 AM CEST,45,58,
1590192058,Sat 23 May 2020 02:00:58 AM CEST,29,71,
1590192081,Sat 23 May 2020 02:01:21 AM CEST,15,69,
1590192133,Sat 23 May 2020 02:02:13 AM CEST,40,22,
1590192138,Sat 23 May 2020 02:02:18 AM CEST,48,11,
1590192194,Sat 23 May 2020 02:03:14 AM CEST,49,68,
1590192205,Sat 23 May 2020 02:03:25 AM CEST,45,81,
1590192282,Sat 23 May 2020 02:04:42 AM CEST,9,7,
1590192343,Sat 23 May 2020 02:05:43 AM CEST,22,0,
1590192408,Sat 23 May 2020 02:06:48 AM CEST,38,24,
1590192511,Sat 23 May 2020 02:08:31 AM CEST,21,93,
1590192606,Sat 23 May 2020 02:10:06 AM CEST,42,13,
1590192703,Sat 23 May 2020 02:11:43 AM CEST,49,15,
1590192768,Sat 23 May 2020 02:12:48 AM CEST,33,37,
1590192831,Sat 23 May 2020 02:13:51 AM CEST,37,35,
1590192891,Sat 23 May 2020 02:14:51 AM CEST,12,40,
1590192906,Sat 23 May 2020 02:15:06 AM CEST,46,13,
1590192934,Sat 23 May 2020 02:15:34 AM CEST,49,90,
1590192944,Sat 23 May 2020 02:15:44 AM CEST,5,53,
1590193030,Sat 23 May 2020 02:17:10 AM CEST,13,21,
1590193089,Sat 23 May 2020 02:18:09 AM CEST,15,83,
1590193188,Sat 23 May 2020 02:19:48 AM CEST,24,69,
1590193286,Sat 23 May 2020 02:21:26 AM CEST,23,56,
1590193379,Sat 23 May 2020 02:22:59 AM CEST,46,44,
1590193477,Sat 23 May 2020 02:24:37 AM CEST,0,2,
1590193563,Sat 23 May 2020 02:26:03 AM CEST,33,69,
1590193591,Sat 23 May 2020 02:26:31 AM CEST,30,84,
1590193631,Sat 23 May 2020 02:27:11 AM CEST,13,62,
1590193678,Sat 23 May 2020 02:27:58 AM CEST,7,43,
1590193742,Sat 23 May 2020 02:29:02 AM CEST,21,16,
1590193807,Sat 23 May 2020 02:30:07 AM CEST,36,52,
1590193840,Sat 23 May 2020 02:30:40 AM CEST,25,8,
1590193933,Sat 23 May 2020 02:32:13 AM CEST,33,3,
1590193994,Sat 23 May 2020 02:33:14 AM CEST,29,42,
1590194068,Sat 23 May 2020 02:34:28 AM CEST,4,19,
1590194143,Sat 23 May 2020 02:35:43 AM CEST,7,20,
1590194229,Sat 23 May 2020 02:37:09 AM CEST,27,10,
1590194266,Sat 23 May 2020 02:37:46 AM CEST,36,33,
1590194347,Sat 23 May 2020 02:39:07 AM CEST,7,99,
1590194406,Sat 23 May 2020 02:40:06 AM CEST,45,69,
1590194493,Sat 23 May 2020 02:41:33 AM CEST,22,49,
1590194515,Sat 23 May 2020 02:41:55 AM CEST,30,68,
1590194564,Sat 23 May 2020 02:42:44 AM CEST,40,88,
1590194652,Sat 23 May 2020 02:44:12 AM CEST,31,54,
1590194708,Sat 23 May 2020 02:45:08 AM CEST,8,36,
1590194759,Sat 23 May 2020 02:45:59 AM CEST,22,68,
1590194812,Sat 23 May 2020 02:46:52 AM CEST,29,32,
1590194837,Sat 23 May 2020 02:47:17 AM CEST,13,72,
1590194889,Sat 23 May 2020 02:48:09 AM CEST,23,19,
1590194948,Sat 23 May 2020 02:49:08 AM CEST,16,71,
1590194959,Sat 23 May 2020 02:49:19 AM CEST,25,20,
1590195022,Sat 23 May 2020 02:50:22 AM CEST,46,12,
1590195069,Sat 23 May 2020 02:51:09 AM CEST,20,86,
1590195083,Sat 23 May 2020 02:51:23 AM CEST,47,6,
1590195157,Sat 23 May 2020 02:52:37 AM CEST,3,85,
1590195181,Sat 23 May 2020 02:53:01 AM CEST,2,66,
1590195265,Sat 23 May 2020 02:54:25 AM CEST,13,36,
1590195356,Sat 23 May 2020 02:55:56 AM CEST,29,92,
1590195444,Sat 23 May 2020 02:57:24 AM CEST,15,21,
1590195480,Sat 23 May 2020 02:58:00 AM CEST,0,66,
1590195576,Sat 23 May 2020 02:59:36 AM CEST,26,4,
1590195674,Sat 23 May 2020 03:01:14 AM CEST,2,22,
1590195725,Sat 23 May 2020 03:02:05 AM CEST,22,30,
1590195797,Sat 23 May 2020 03:03:17 AM CEST,23,46,
1590195910,Sat 23 May 2020 03:05:10 AM CEST,20,74,
1590195988,Sat 23 May 2020 03:06:28 AM CEST,26,55,
1590196057,Sat 23 May 2020 03:07:37 AM CEST,10,73,
1590196104,Sat 23 May 2020 03:08:24 AM CEST,19,41,
1590196196,Sat 23 May 2020 03:09:56 AM CEST,3,15,
1590196255,Sat 23 May 2020 03:10:55 AM CEST,9,20,
1590196323,Sat 23 May 2020 03:12:03 AM CEST,0,15,
1590196401,Sat 23 May 2020 03:13:21 AM CEST,34,44,
1590196480,Sat 23 May 2020 03:14:40 AM CEST,0,12,
1590196519,Sat 23 May 2020 03:15:19 AM CEST,37,14,
1590196541,Sat 23 May 2020 03:15:41 AM CEST,1,90,
1590196580,Sat 23 May 2020 03:16:20 AM CEST,35,58,
1590196597,Sat 23 May 2020 03:16:37 AM CEST,40,65,
1590196647,Sat 23 May 2020 03:17:27 AM CEST,31,14,
1590196692,Sat 23 May 2020 03:18:12 AM CEST,35,20,
1590196757,Sat 23 May 2020 03:19:17 AM CEST,12,49,
1590196801,Sat 23 May 2020 03:20:01 AM CEST,34,12,
1590196833,Sat 23 May 2020 03:20:33 AM CEST,32,40,
1590196892,Sat 23 May 2020 03:21:32 AM CEST,31,20,
1590196914,Sat 23 May 2020 03:21:54 AM CEST,16,28,
1590196936,Sat 23 May 2020 03:22:16 AM CEST,1,23,
1590196999,Sat 23 May 2020 03:23:20 AM CEST,33,39,
1590197090,Sat 23 May 2020 03:24:50 AM CEST,49,7,
1590197147,Sat 23 May 2020 03:25:47 AM CEST,4,2,
1590197222,Sat 23 May 2020 03:27:02 AM CEST,4,98,
1590197283,Sat 23 May 2020 03:28:03 AM CEST,9,69,
1590197395,Sat 23 May 2020 03:29:55 AM CEST,4,71,
1590197440,Sat 23 May 2020 03:30:40 AM CEST,39,38,
1590197503,Sat 23 May 2020 03:31:43 AM CEST,44,25,
1590197542,Sat 23 May 2020 03:32:22 AM CEST,31,58,
1590197593,Sat 23 May 2020 03:33:13 AM CEST,8,5,
1590197626,Sat 23 May 2020 03:33:46 AM CEST,31,8,
1590197704,Sat 23 May 2020 03:35:04 AM CEST,42,24,
1590197735,Sat 23 May 2020 03:35:35 AM CEST,39,76,
1590197788,Sat 23 May 2020 03:36:28 AM CEST,12,56,
1590197853,Sat 23 May 2020 03:37:33 AM CEST,19,95,
1590197871,Sat 23 May 2020 03:37:51 AM CEST,30,51,
1590197924,Sat 23 May 2020 03:38:44 AM CEST,34,23,
1590198003,Sat 23 May 2020 03:40:03 AM CEST,41,95,
1590198058,Sat 23 May 2020 03:40:58 AM CEST,25,50,
1590198109,Sat 23 May 2020 03:41:49 AM CEST,16,29,
1590198155,Sat 23 May 2020 03:42:35 AM CEST,44,4,
1590198213,Sat 23 May 2020 03:43:33 AM CEST,47,71,
1590198283,Sat 23 May 2020 03:44:43 AM CEST,28,53,
1590198341,Sat 23 May 2020 03:45:41 AM CEST,40,18,
1590198373,Sat 23 May 2020 03:46:13 AM CEST,44,49,
1590198451,Sat 23 May 2020 03:47:31 AM CEST,21,62,
1590198535,Sat 23 May 2020 03:48:55 AM CEST,40,27,
1590198628,Sat 23 May 2020 03:50:28 AM CEST,19,4,
1590198672,Sat 23 May 2020 03:51:12 AM CEST,19,69,
1590198750,Sat 23 May 2020 03:52:30 AM CEST,6,0,
1590198861,Sat 23 May 2020 03:54:21 AM CEST,42,52,
1590198948,Sat 23 May 2020 03:55:48 AM CEST,2,32,
1590199034,Sat 23 May 2020 03:57:14 AM CEST,45,7,
1590199091,Sat 23 May 2020 03:58:11 AM CEST,0,81,
1590199105,Sat 23 May 2020 03:58:25 AM CEST,48,84,
1590199155,Sat 23 May 2020 03:59:15 AM CEST,1,22,
1590199210,Sat 23 May 2020 04:00:10 AM CEST,47,49,
1590199260,Sat 23 May 2020 04:01:00 AM CEST,0,61,
1590199332,Sat 23 May 2020 04:02:12 AM CEST,17,23,
1590199400,Sat 23 May 2020 04:03:20 AM CEST,30,21,
1590199431,Sat 23 May 2020 04:03:51 AM CEST,30,19,
1590199484,Sat 23 May 2020 04:04:44 AM CEST,25,27,
1590199581,Sat 23 May 2020 04:06:21 AM CEST,0,20,
1590199603,Sat 23 May 2020 04:06:43 AM CEST,47,97,
1590199689,Sat 23 May 2020 04:08:09 AM CEST,19,89,
1590199757,Sat 23 May 2020 04:09:17 AM CEST,8,16,
1590199786,Sat 23 May 2020 04:09:46 AM CEST,21,68,
1590199859,Sat 23 May 2020 04:10:59 AM CEST,15,44,
1590199940,Sat 23 May 2020 04:12:20 AM CEST,9,75,
1590200037,Sat 23 May 2020 04:13:57 AM CEST,35,84,
1590200077,Sat 23 May 2020 04:14:37 AM CEST,29,33,
1590200090,Sat 23 May 2020 04:14:50 AM CEST,18,80,
1590200173,Sat 23 May 2020 04:16:13 AM CEST,35,9,
1590200255,Sat 23 May 2020 04:17:35 AM CEST,45,79,
1590200286,Sat 23 May 2020 04:18:06 AM CEST,9,7,
1590200305,Sat 23 May 2020 04:18:25 AM CEST,31,18,
1590200391,Sat 23 May 2020 04:19:51 AM CEST,16,24,
1590200420,Sat 23 May 2020 04:20:20 AM CEST,36,5,
1590200480,Sat 23 May 2020 04:21:20 AM CEST,24,4,
1590200501,Sat 23 May 2020 04:21:41 AM CEST,1,60,
1590200579,Sat 23 May 2020 04:22:59 AM CEST,10,70,
1590200669,Sat 23 May 2020 04:24:29 AM CEST,3,90,
1590200722,Sat 23 May 2020 04:25:22 AM CEST,11,40,
1590200798,Sat 23 May 2020 04:26:38 AM CEST,44,35,
1590200872,Sat 23 May 2020 04:27:52 AM CEST,26,79,
1590200971,Sat 23 May 2020 04:29:31 AM CEST,37,75,
1590200992,Sat 23 May 2020 04:29:52 AM CEST,34,66,
1590201043,Sat 23 May 2020 04:30:43 AM CEST,23,20,
1590201099,Sat 23 May 2020 04:31:39 AM CEST,12,72,
1590201194,Sat 23 May 2020 04:33:14 AM CEST,19,15,
1590201274,Sat 23 May 2020 04:34:34 AM CEST,1,35,
1590201330,Sat 23 May 2020 04:35:30 AM CEST,36,55,
1590201396,Sat 23 May 2020 04:36:36 AM CEST,5,10,
1590201447,Sat 23 May 2020 04:37:27 AM CEST,26,65,
1590201496,Sat 23 May 2020 04:38:16 AM CEST,18,47,
1590201566,Sat 23 May 2020 04:39:26 AM CEST,4,1,
1590201591,Sat 23 May 2020 04:39:51 AM CEST,8,75,
1590201675,Sat 23 May 2020 04:41:15 AM CEST,1,2,
1590201737,Sat 23 May 2020 04:42:17 AM CEST,26,20,
1590201792,Sat 23 May 2020 04:43:12 AM CEST,2,30,
1590201846,Sat 23 May 2020 04:44:06 AM CEST,22,39,
1590201921,Sat 23 May 2020 04:45:21 AM CEST,20,15,
1590202000,Sat 23 May 2020 04:46:40 AM CEST,29,56,
1590202094,Sat 23 May 2020 04:48:14 AM CEST,24,1,
1590202183,Sat 23 May 2020 04:49:43 AM CEST,16,0,
1590202238,Sat 23 May 2020 04:50:38 AM CEST,18,54,
1590202304,Sat 23 May 2020 04:51:44 AM CEST,33,15,
1590202363,Sat 23 May 2020 04:52:43 AM CEST,3,60,
1590202405,Sat 23 May 2020 04:53:25 AM CEST,2,26,
1590202472,Sat 23 May 2020 04:54:32 AM CEST,7,29,
1590202535,Sat 23 May 2020 04:55:35 AM CEST,19,93,
1590202580,Sat 23 May 2020 04:56:20 AM CEST,15,21,
1590202675,Sat 23 May 2020 04:57:55 AM CEST,4,37,
1590202742,Sat 23 May 2020 04:59:02 AM CEST,8,18,
1590202783,Sat 23 May 2020 04:59:43 AM CEST,9,54,
1590202846,Sat 23 May 2020 05:00:46 AM CEST,14,71,
1590202889,Sat 23 May 2020 05:01:29 AM CEST,34,26,
1590202940,Sat 23 May 2020 05:02:20 AM CEST,37,31,
1590202991,Sat 23 May 2020 05:03:11 AM CEST,43,77,
1590203032,Sat 23 May 2020 05:03:52 AM CEST,18,71,
1590203103,Sat 23 May 2020 05:05:03 AM CEST,32,1,
1590203158,Sat 23 May 2020 05:05:58 AM CEST,49,46,
1590203203,Sat 23 May 2020 05:06:43 AM CEST,28,23,
1590203266,Sat 23 May 2020 05:07:46 AM CEST,15,11,
1590203324,Sat 23 May 2020 05:08:44 AM CEST,1,95,
1590203411,Sat 23 May 2020 05:10:11 AM CEST,16,98,
1590203441,Sat 23 May 2020 05:10:41 AM CEST,3,10,
1590203495,Sat 23 May 2020 05:11:35 AM CEST,17,70,
1590203508,Sat 23 May 2020 05:11:48 AM CEST,9,57,
1590203582,Sat 23 May 2020 05:13:02 AM CEST,23,91,
1590203648,Sat 23 May 2020 05:14:08 AM CEST,32,66,
1590203716,Sat 23 May 2020 05:15:16 AM CEST,32,51,
1590203798,Sat 23 May 2020 05:16:38 AM CEST,9,6,
1590203849,Sat 23 May 2020 05:17:29 AM CEST,47,45,
1590203904,Sat 23 May 2020 05:18:24 AM CEST,42,9,
1590204000,Sat 23 May 2020 05:20:00 AM CEST,3,89,
1590204006,Sat 23 May 2020 05:20:06 AM CEST,20,66,
1590204065,Sat 23 May 2020 05:21:05 AM CEST,17,33,
1590204130,Sat 23 May 2020 05:22:10 AM CEST,27,93,
1590204231,Sat 23 May 2020 05:23:51 AM CEST,37,8,
1590204264,Sat 23 May 2020 05:24:24 AM CEST,10,9,
1590204341,Sat 23 May 2020 05:25:41 AM CEST,43,84,
1590204393,Sat 23 May 2020 05:26:33 AM CEST,15,68,
1590204471,Sat 23 May 2020 05:27:51 AM CEST,26,80,
1590204493,Sat 23 May 2020 05:28:13 AM CEST,48,26,
1590204530,Sat 23 May 2020 05:28:50 AM CEST,1,96,
1590204556,Sat 23 May 2020 05:29:16 AM CEST,0,13,
1590204638,Sat 23 May 2020 05:30:38 AM CEST,30,49,
1590204646,Sat 23 May 2020 05:30:46 AM CEST,19,52,
1590204711,Sat 23 May 2020 05:31:51 AM CEST,15,35,
1590204746,Sat 23 May 2020 05:32:26 AM CEST,19,0,
1590204797,Sat 23 May 2020 05:33:17 AM CEST,4,66,
1590204889,Sat 23 May 2020 05:34:49 AM CEST,3,65,
1590204976,Sat 23 May 2020 05:36:16 AM CEST,41,13,
1590205020,Sat 23 May 2020 05:37:00 AM CEST,27,63,
1590205085,Sat 23 May 2020 05:38:05 AM CEST,24,46,
1590205185,Sat 23 May 2020 05:39:45 AM CEST,38,12,
1590205252,Sat 23 May 2020 05:40:52 AM CEST,45,28,
1590205328,Sat 23 May 2020 05:42:08 AM CEST,12,70,
1590205361,Sat 23 May 2020 05:42:41 AM CEST,0,51,
1590205442,Sat 23 May 2020 05:44:02 AM CEST,34,68,
1590205469,Sat 23 May 2020 05:44:29 AM CEST,14,49,
1590205537,Sat 23 May 2020 05:45:37 AM CEST,1,64,
1590205631,Sat 23 May 2020 05:47:11 AM CEST,44,84,
1590205693,Sat 23 May 2020 05:48:13 AM CEST,9,49,
1590205720,Sat 23 May 2020 05:48:40 AM CEST,47,9,
1590205806,Sat 23 May 2020 05:50:06 AM CEST,29,84,
1590205839,Sat 23 May 2020 05:50:39 AM CEST,13,40,
1590205842,Sat 23 May 2020 05:50:42 AM CEST,40,19,
1590205888,Sat 23 May 2020 05:51:28 AM CEST,9,29,
1590205945,Sat 23 May 2020 05:52:25 AM CEST,33,3,
1590205996,Sat 23 May 2020 05:53:16 AM CEST,10,69,
1590206058,Sat 23 May 2020 05:54:18 AM CEST,49,24,
1590206121,Sat 23 May 2020 05:55:21 AM CEST,46,57,
1590206156,Sat 23 May 2020 05:55:56 AM CEST,44,30,
1590206220,Sat 23 May 2020 05:57:00 AM CEST,19,66,
1590206265,Sat 23 May 2020 05:57:45 AM CEST,10,4,
1590206342,Sat 23 May 2020 05:59:02 AM CEST,37,7,
1590206394,Sat 23 May 2020 05:59:55 AM CEST,33,45,
1590206477,Sat 23 May 2020 06:01:17 AM CEST,16,21,
1590206517,Sat 23 May 2020 06:01:57 AM CEST,15,64,
1590206541,Sat 23 May 2020 06:02:21 AM CEST,8,65,
1590206553,Sat 23 May 2020 06:02:33 AM CEST,25,6,
1590206638,Sat 23 May 2020 06:03:58 AM CEST,19,41,
1590206676,Sat 23 May 2020 06:04:36 AM CEST,33,17,
1590206715,Sat 23 May 2020 06:05:15 AM CEST,43,84,
1590206802,Sat 23 May 2020 06:06:42 AM CEST,26,44,
1590206870,Sat 23 May 2020 06:07:50 AM CEST,35,69,
1590206954,Sat 23 May 2020 06:09:14 AM CEST,31,79,
1590207051,Sat 23 May 2020 06:10:51 AM CEST,1,25,
1590207141,Sat 23 May 2020 06:12:21 AM CEST,30,78,
1590207220,Sat 23 May 2020 06:13:40 AM CEST,2,59,
1590207264,Sat 23 May 2020 06:14:24 AM CEST,40,44,
1590207378,Sat 23 May 2020 06:16:18 AM CEST,37,90,
1590207460,Sat 23 May 2020 06:17:40 AM CEST,34,69,
1590207531,Sat 23 May 2020 06:18:51 AM CEST,25,35,
1590207584,Sat 23 May 2020 06:19:44 AM CEST,9,76,
1590207651,Sat 23 May 2020 06:20:51 AM CEST,24,36,
1590207719,Sat 23 May 2020 06:21:59 AM CEST,10,6,
1590207745,Sat 23 May 2020 06:22:25 AM CEST,17,98,
1590207804,Sat 23 May 2020 06:23:24 AM CEST,23,56,
1590207900,Sat 23 May 2020 06:25:00 AM CEST,31,78,
1590208002,Sat 23 May 2020 06:26:42 AM CEST,18,8,
1590208062,Sat 23 May 2020 06:27:42 AM CEST,5,68,
1590208121,Sat 23 May 2020 06:28:41 AM CEST,28,4,
1590208175,Sat 23 May 2020 06:29:35 AM CEST,30,10,
1590208223,Sat 23 May 2020 06:30:23 AM CEST,8,7,
1590208275,Sat 23 May 2020 06:31:15 AM CEST,4,9,
1590208293,Sat 23 May 2020 06:31:33 AM CEST,41,76,
1590208328,Sat 23 May 2020 06:32:08 AM CEST,37,85,
1590208366,Sat 23 May 2020 06:32:46 AM CEST,33,20,
1590208436,Sat 23 May 2020 06:33:56 AM CEST,5,65,
1590208470,Sat 23 May 2020 06:34:30 AM CEST,16,81,
1590208500,Sat 23 May 2020 06:35:00 AM CEST,14,89,
1590208516,Sat 23 May 2020 06:35:16 AM CEST,8,3,
1590208575,Sat 23 May 2020 06:36:15 AM CEST,36,5,
1590208648,Sat 23 May 2020 06:37:28 AM CEST,18,12,
1590208737,Sat 23 May 2020 06:38:57 AM CEST,36,96,
1590208807,Sat 23 May 2020 06:40:07 AM CEST,46,69,
1590208895,Sat 23 May 2020 06:41:35 AM CEST,46,83,
1590208975,Sat 23 May 2020 06:42:55 AM CEST,32,66,
1590209026,Sat 23 May 2020 06:43:46 AM CEST,33,94,
1590209049,Sat 23 May 2020 06:44:09 AM CEST,27,41,
1590209101,Sat 23 May 2020 06:45:01 AM CEST,36,37,
1590209157,Sat 23 May 2020 06:45:57 AM CEST,48,1,
1590209204,Sat 23 May 2020 06:46:44 AM CEST,31,86,
1590209252,Sat 23 May 2020 06:47:32 AM CEST,15,46,
1590209308,Sat 23 May 2020 06:48:28 AM CEST,7,27,
1590209346,Sat 23 May 2020 06:49:06 AM CEST,29,70,
1590209360,Sat 23 May 2020 06:49:20 AM CEST,47,16,
1590209453,Sat 23 May 2020 06:50:53 AM CEST,41,59,
1590209515,Sat 23 May 2020 06:51:55 AM CEST,17,66,
1590209595,Sat 23 May 2020 06:53:15 AM CEST,47,25,
1590209613,Sat 23 May 2020 06:53:33 AM CEST,8,35,
1590209659,Sat 23 May 2020 06:54:19 AM CEST,48,76,
1590209702,Sat 23 May 2020 06:55:02 AM CEST,18,98,
1590209737,Sat 23 May 2020 06:55:37 AM CEST,21,21,
1590209782,Sat 23 May 2020 06:56:22 AM CEST,26,54,
1590209826,Sat 23 May 2020 06:57:06 AM CEST,12,89,
1590209890,Sat 23 May 2020 06:58:10 AM CEST,31,35,
1590209947,Sat 23 May 2020 06:59:07 AM CEST,30,22,
